material_id,formula_pretty,symmetry.crystal_system,symmetry.number,bulk_modulus.vrh,shear_modulus.vrh,youngs_modulus_vrh
mp-eke,Sr(MnSb)2,Trigonal,164,30.716,17.37,43.845142168410675
mp-elq,P2Pd3S8,Trigonal,164,5.487999999999999,5.003,11.511071691433363
mp-bste,Mg4H2O5,Trigonal,164,88.485,69.588,165.40398581674592
mp-bstg,Mg2H2O3,Trigonal,164,62.075,34.799,87.96027275318518
mp-bsth,Mg3H4O5,Trigonal,164,54.791,34.467,85.4774319704285
mp-bstj,Mg(HO)2,Trigonal,164,51.731,40.488,96.33210455792845
mp-eng,U2SeN2,Trigonal,164,126.252,70.395,178.08618005971266
mp-etn,Nd2SO2,Trigonal,164,107.491,55.72,142.53195241583003
mp-ets,Li2ZrN2,Trigonal,164,132.436,113.262,264.4097696456901
mp-eum,Pr2SO2,Trigonal,164,104.958,54.191,138.70188395540077
mp-ffy,Ge2Sb2Te5,Trigonal,164,22.025,15.452,37.57004060004662
mp-fgu,Tm2SO2,Trigonal,164,127.607,70.856,179.36878953087765
mp-fqz,K2PtF6,Trigonal,164,24.229,10.53,27.592707379501782
mp-frl,Mg(AlSi)2,Trigonal,164,62.188,32.953,84.0186886482596
mp-fso,Ca(AlGe)2,Trigonal,164,59.086,37.748,93.36206874226765
mp-fws,K2TiF6,Trigonal,164,27.845,12.002,31.482684300323438
mp-gdq,Ca(MnSb)2,Trigonal,164,43.915,19.476,50.90296228698395
mp-ggo,LiCrS2,Trigonal,164,64.206,40.013,99.39205050917548
mp-glb,Sr(MnAs)2,Trigonal,164,52.687,31.048,77.85157651936186
mp-gly,Na2PtC2,Trigonal,164,54.301,25.524,66.19968749701475
mp-gwk,TlCrTe2,Trigonal,164,34.601,20.607,51.58110491921871
mp-hcv,Gd2SO2,Trigonal,164,112.425,60.067,152.95964754543942
mp-hdn,Na2PdC2,Trigonal,164,47.04,22.117,57.36109533990456
mp-hea,Yb(MnSb)2,Trigonal,164,43.87,18.882,49.538713419982464
mp-bcugu,Cs2PdC2,Trigonal,164,27.319,12.019,31.445513205499275
mp-bcugv,Cs2PtC2,Trigonal,164,32.694,14.59,38.102182796080655
mp-hyz,U2PN2,Trigonal,164,153.594,86.061,217.55070304639543
mp-beuig,Cs3Sb2I9,Trigonal,164,8.137,4.516,11.432925225567809
mp-beval,TlPt2Se3,Trigonal,164,22.482,14.331,35.45869716423933
mp-idm,Ca(MnAs)2,Trigonal,164,63.206,34.526,87.62337249268329
mp-bfmmx,CsCu3O2,Trigonal,164,6.316,7.237,15.710522360129845
mp-bfnix,Zr2SN2,Trigonal,164,157.723,75.141,194.53078639273406
mp-igz,Sr(MnP)2,Trigonal,164,77.447,47.371,118.04526274525229
mp-bgmow,Bi2Pb2Se5,Trigonal,164,17.34,11.654,28.563043628482585
mp-bgnmw,PrAlSi2,Trigonal,164,77.718,40.872,104.32736624991787
mp-imt,U2SN2,Trigonal,164,133.28,79.861,199.6970336105199
mp-imz,Nb2CS2,Trigonal,164,40.643,26.257,64.81360762150271
mp-iox,CaMg2N2,Trigonal,164,101.805,73.927,178.55983285531264
mp-bhdhj,Eu(MnSb)2,Trigonal,164,42.357,20.122,52.113673788835065
mp-bheay,Eu(MgSb)2,Trigonal,164,35.981,26.016,62.890401272030985
mp-bjphf,Zn(HO)2,Trigonal,164,54.605,29.387,74.75126662767465
mp-bkpta,Ba2MgH6,Trigonal,164,38.587,30.856,73.08677880464066
mp-bkqzx,Sr2MgH6,Trigonal,164,44.442,36.437,85.84908599635963
mp-bkrab,Sr(AlH)2,Trigonal,164,42.514,36.787,85.65537830815012
mp-bkrby,Y2H2C,Trigonal,164,95.473,66.735,162.3725510542143
mp-kgp,Sr(AlSi)2,Trigonal,164,58.659,38.924,95.62164086719001
mp-khl,Ca(MnP)2,Trigonal,164,87.284,49.979,125.90570957986857
mp-kks,TlPd2Se3,Trigonal,164,22.474,12.159,30.90376212915143
mp-klv,Ca(CdAs)2,Trigonal,164,49.416,29.511,73.83502485950078
mp-knx,Dy(AlSi)2,Trigonal,164,78.53,43.513,110.1875759486641
mp-kur,Cs2SnF6,Trigonal,164,18.663,8.75,22.702099970651386
mp-kzt,Ca(ZnSb)2,Trigonal,164,43.544,14.186,38.38912742891076
mp-kzu,Ca(CdSb)2,Trigonal,164,39.354,20.206,51.75949833656377
mp-kzv,Sr(ZnSb)2,Trigonal,164,42.07,12.806,34.87897637681993
mp-kzw,Sr(CdSb)2,Trigonal,164,37.561,17.071,44.47519520785487
mp-bqvvn,NaTiS2,Trigonal,164,53.161,36.796,89.69380017220385
mp-bqxgy,Tm2SeO2,Trigonal,164,119.03,67.155,169.57450730120567
mp-bqxhy,LiCoS2,Trigonal,164,76.01,47.947,118.85071303043371
mp-bqxyl,NaTi2O3,Trigonal,164,141.836,81.135,204.4255516014235
mp-bqzsk,Li(NiS)2,Trigonal,164,72.246,20.112,55.21259855604812
mp-lki,Ca(AlSi)2,Trigonal,164,60.78,42.058,102.52572286740524
mp-lmw,Sr(ZnAs)2,Trigonal,164,53.997,33.006,82.25780313543287
mp-lmx,Sr(CdAs)2,Trigonal,164,46.795,28.778,71.64686479903999
mp-lnd,Li2PrP2,Trigonal,164,49.171,23.079,59.8700852384637
mp-lnf,Li2NdAs2,Trigonal,164,44.285,19.862,51.836390382210226
mp-lnm,CsCu3S2,Trigonal,164,10.16,7.343,17.752265023927237
mp-loy,K2ReF6,Trigonal,164,26.136,10.888,28.681227736964697
mp-lrz,Cs2ZrF6,Trigonal,164,18.985,9.167,23.688325443876472
mp-ltt,Rb2GeF6,Trigonal,164,20.664,9.303,24.267265979381445
mp-lux,K2PdF6,Trigonal,164,23.767,9.335,24.762940932089887
mp-mau,Li(TiSe2)3,Trigonal,164,23.112,17.774,42.44213284353117
mp-mbm,Ba(CdSb)2,Trigonal,164,35.993,16.34,42.57700415865635
mp-mcr,Li2CeN2,Trigonal,164,110.495,65.413,163.89673143981574
mp-mdb,Cs2PtF6,Trigonal,164,17.328,7.681,20.0765492667393
mp-med,Zr(CuP)2,Trigonal,164,127.405,64.32,165.1655668648594
mp-mgi,Sr(ZnP)2,Trigonal,164,63.496,43.654,106.54512840925594
mp-mgj,Sr(CdP)2,Trigonal,164,53.94,34.745,85.8103309337878
mp-mgk,Ba(MgP)2,Trigonal,164,51.07,38.104,91.5444845646424
mp-mgl,Ba(CdP)2,Trigonal,164,50.707,32.604,80.54816214372715
mp-mgm,Ba(MgAs)2,Trigonal,164,45.089,33.213,79.99684599358976
mp-mgn,Ba(CdAs)2,Trigonal,164,44.501,26.805,66.9688583539187
mp-mlj,Li3LaP2,Trigonal,164,56.817,45.426,107.60164991175532
mp-mrz,Ba(AgS)2,Trigonal,164,50.57,20.189,53.45359525069954
mp-bxdai,Sr(MgAs)2,Trigonal,164,47.545,35.48,85.23745557645343
mp-bxfwj,Mg(BeAs)2,Trigonal,164,76.107,45.528,113.87660887569426
mp-nhy,Rb2NbF6,Trigonal,164,21.645,9.05,23.82895519362033
mp-nhz,Cs2NbF6,Trigonal,164,22.614,9.447,24.87689220975818
mp-nik,Ho2CF2,Trigonal,164,105.953,65.305,162.52400012788257
mp-nrv,TlTe3Pt2,Trigonal,164,23.076,15.407,37.80690480297749
mp-nsb,Yb(CdSb)2,Trigonal,164,40.555,21.583,54.9933477954317
mp-nsq,TlPt2S3,Trigonal,164,27.301,15.986,40.12610276946337
mp-nwz,RbAu3Se2,Trigonal,164,9.541,3.555,9.48673923177326
mp-nxa,CsAu3Se2,Trigonal,164,7.606,2.961,7.862690329337833
mp-nxo,CeAlSi2,Trigonal,164,82.941,44.343,112.90761843801806
mp-oby,Mg(AlC)2,Trigonal,164,132.844,91.296,222.83971601460107
mp-odw,Ca(MgAs)2,Trigonal,164,50.032,36.09,87.28311430504979
mp-odx,Ca(MgSb)2,Trigonal,164,39.782,26.42,64.89417257796742
mp-ody,Sr(MgSb)2,Trigonal,164,37.968,26.095,63.693130950935355
mp-odz,Ba(MgSb)2,Trigonal,164,36.216,24.844,60.660958978815216
mp-oeb,Ca(ZnP)2,Trigonal,164,66.211,45.563,111.18505682730269
mp-oec,Ca(CdP)2,Trigonal,164,57.023,34.608,86.35417599439897
mp-oed,Ca(ZnAs)2,Trigonal,164,57.237,35.241,87.71986766496579
mp-oeo,Yb(ZnP)2,Trigonal,164,70.369,49.154,119.6116991558474
mp-oey,Yb(MnAs)2,Trigonal,164,64.678,35.334,89.67245678560218
mp-ofv,LiTiS2,Trigonal,164,65.258,48.553,116.71344168266299
mp-org,Li2CeP2,Trigonal,164,57.891,35.063,87.51959028150392
mp-zwj,Mg4Ta2O9,Trigonal,165,148.83,76.439,195.79665180167862
mp-cezyd,LiSnS2,Trigonal,166,47.326,26.474,66.9399990264289
mp-cezye,LiTiS2,Trigonal,166,60.842,39.777,97.9789301358956
mp-cezyg,LiScS2,Trigonal,166,55.65,32.783,82.20657352565674
mp-cfiqh,HoTlTe2,Trigonal,166,29.727,17.83,44.5775825849679
mp-cfizr,ErTlTe2,Trigonal,166,29.857,17.841,44.63289607306446
mp-cfizs,DyTlTe2,Trigonal,166,29.759,17.633,44.174202815452254
mp-cfjyv,TmTlTe2,Trigonal,166,30.528,18.038,45.20968944190035
mp-cfxey,LuTlTe2,Trigonal,166,30.603,18.299,45.77359204599121
mp-cfxfe,MgSiN2,Trigonal,166,222.992,171.341,409.2134878242378
mp-cfxyv,LuAgO2,Trigonal,166,115.236,32.479,89.06903303392238
mp-cfxzb,KInO2,Trigonal,166,86.691,43.643,112.11492913445456
mp-cfxzd,AgRhO2,Trigonal,166,141.419,37.018,102.14175248604411
mp-cfxzv,KTiS2,Trigonal,166,51.441,33.931,83.44577612693487
mp-cfybo,Ba2NF,Trigonal,166,45.001,21.239,55.055530209546724
mp-cfybq,Ba2BrN,Trigonal,166,37.437,16.787,43.81240817828317
mp-pcw,Y2GeRh3,Trigonal,166,136.722,50.308,134.43515461024944
mp-cgopf,CaZrN2,Trigonal,166,159.589,113.863,275.95893013009805
mp-cgost,CaHfN2,Trigonal,166,167.939,121.918,294.4906118692418
mp-cgoxj,Ca(InN)2,Trigonal,166,91.659,37.724,99.51901990719568
mp-pyo,RbPrSe2,Trigonal,166,31.371,18.356,46.0803837857543
mp-pys,RbTbSe2,Trigonal,166,34.15,20.777,51.82152409780325
mp-pyu,RbErSe2,Trigonal,166,37.031,21.547,54.140248891737045
mp-pyv,RbLuSe2,Trigonal,166,36.241,22.803,56.54875619269193
mp-qci,Ca3Al7Cu2,Trigonal,166,70.706,42.193,105.57814770890761
mp-qfx,CdCN2,Trigonal,166,83.537,26.788,72.60337061056457
mp-qny,SrCeN2,Trigonal,166,114.646,56.597,145.79893631767513
mp-qxq,Ca3Al7Ag2,Trigonal,166,62.159,35.969,90.45868947519848
mp-rit,K4ZnP2,Trigonal,166,17.068,8.485,21.836482769019415
mp-cptuh,Pr2Fe17N3,Trigonal,166,155.341,79.573,203.90278619528002
mp-crdqk,ZrUB24,Trigonal,166,232.951,193.022,453.7429699206727
mp-crhrg,TaNbC2,Trigonal,166,308.794,198.354,490.1192152505121
mp-crudk,Cr2Ir2C,Trigonal,166,307.831,187.727,468.03847233941076
mp-sft,SrCN2,Trigonal,166,56.929,13.863,38.46661545085296
mp-sgl,MnCN2,Trigonal,166,95.244,33.227,89.29690490627323
mp-shk,AgSbTe2,Trigonal,166,48.782,16.926,45.51397170366014
mp-snv,Ti2Te2P,Trigonal,166,21.093,14.556,35.50160431682405
mp-tsb,ScTlSe2,Trigonal,166,41.765,24.788,62.08189721687333
mp-tsc,ScTlTe2,Trigonal,166,32.504,18.692,47.05589232728649
mp-uss,BaGeF6,Trigonal,166,49.629,21.423,56.1847137748811
mp-uwx,LiRhO2,Trigonal,166,114.358,43.813,116.55419666724393
mp-uwy,CuRhO2,Trigonal,166,163.487,42.539,117.43182258348969
mp-vaj,K3Cu3As2,Trigonal,166,23.904,10.21,26.81256024022851
mp-deemt,Al(SnO2)2,Trigonal,166,127.838,41.61,112.6119734947921
mp-vww,Ge(Te2As)2,Trigonal,166,20.643,15.343,36.889558197018324
mp-vxc,KPt2Se3,Trigonal,166,24.605,11.179,29.12598130456268
mp-vxd,RbPt2Se3,Trigonal,166,23.717,11.021,28.628553680085677
mp-xix,Mg2SiNi3,Trigonal,166,124.71,74.315,185.99920358126414
mp-xiz,KLaS2,Trigonal,166,37.153,20.828,52.646172004807724
mp-xjb,KSmS2,Trigonal,166,40.489,25.094,62.39230555195448
mp-xjg,LiYS2,Trigonal,166,48.397,27.464,69.28601472300252
mp-xjh,LiDyS2,Trigonal,166,49.046,27.451,69.40446256064241
mp-xjj,LiErS2,Trigonal,166,50.021,28.514,71.88321646124642
mp-xjl,LiTbSe2,Trigonal,166,40.551,23.333,58.733866352613354
mp-xjn,LiDySe2,Trigonal,166,41.119,24.176,60.64295104146191
mp-xjo,LiHoSe2,Trigonal,166,40.461,24.071,60.26256121522955
mp-yul,Mg(AlS2)2,Trigonal,166,21.873,14.885,36.398395669780385
mp-yuv,Zr2Te2P,Trigonal,166,21.346,17.264,40.794274384393994
mp-bdfn,Ni3(PbSe)2,Trigonal,166,57.203,17.818,48.42597668758941
mp-bdhn,BaPbF6,Trigonal,166,45.434,17.411,46.3165923897133
mp-bdhv,Co3(SnS)2,Trigonal,166,101.711,54.94,139.67173617571993
mp-beqm,In2Ni3S2,Trigonal,166,60.931,27.627,71.99917609067579
mp-beza,InCuO2,Trigonal,166,121.57,33.594,92.28178280911062
mp-bgix,Pd3(PbS)2,Trigonal,166,58.5,17.584,47.947919040417645
mp-bhjy,TlInS2,Trigonal,166,45.413,22.184,57.23271196732799
mp-bhno,InAgO2,Trigonal,166,107.674,28.665,78.98579387352957
mp-bhye,Ca2NCl,Trigonal,166,57.888,35.853,89.15327241226248
mp-bibx,Sr2NCl,Trigonal,166,47.295,27.118,68.30004372703443
mp-bicu,Sr2BrN,Trigonal,166,44.628,25.243,63.71578321717872
mp-bjqf,ScHCl,Trigonal,166,16.745,9.791,24.581892096758075
mp-blnw,LiCuO2,Trigonal,166,118.564,59.679,153.3136126595261
mp-blpp,LiTiO2,Trigonal,166,132.322,77.858,195.2743258217782
mp-fxjyp,CdHgO2,Trigonal,166,77.064,16.08,45.10297194991749
mp-bopi,TlBiTe2,Trigonal,166,27.664,15.95,40.13631420428129
mp-boys,NaSnS2,Trigonal,166,39.706,20.865,53.2649765328647
mp-bper,NaHF2,Trigonal,166,32.742,10.903,29.44106730566577
mp-bphs,AgBiSe2,Trigonal,166,55.442,16.44,44.883612488099544
mp-bpwo,K4CdP2,Trigonal,166,16.356,7.963,20.55347884483877
mp-bqhr,Na4HgP2,Trigonal,166,23.476,12.461,31.763079829651705
mp-brdd,Li4NCl,Trigonal,166,40.286,28.342,68.87447927613943
mp-brdf,Li5NCl2,Trigonal,166,38.043,26.953,65.41129847181072
mp-gkumu,ZrScB24,Trigonal,166,225.71,198.203,459.9707678906199
mp-brqa,K4HgAs2,Trigonal,166,14.347,7.232,18.574931593499493
mp-brtw,K4BeAs2,Trigonal,166,16.006,8.037,20.654036178753014
mp-brtx,K4CdAs2,Trigonal,166,14.836,7.057,18.273613264811402
mp-brwq,AgBiTe2,Trigonal,166,47.47,15.999,43.149396625191756
mp-brxa,Bi2Te2Se,Trigonal,166,12.946,9.841,23.554597958051723
mp-brxm,AgBiS2,Trigonal,166,61.742,14.291,39.80209354591339
mp-elh,ThB2C,Trigonal,166,181.305,124.008,302.9532355675729
mp-bsnj,MgB9N,Trigonal,166,208.317,152.913,368.55979552852426
mp-btej,KPt2S3,Trigonal,166,31.59,13.097,34.52036368861654
mp-btge,SrGaCu2,Trigonal,166,52.608,26.153,67.30576765573957
mp-bulu,Sm2GeRh3,Trigonal,166,131.74,45.013,121.23151508405778
mp-fiz,NaErS2,Trigonal,166,46.984,28.121,70.33135731902787
mp-cbth,SrUO4,Trigonal,166,132.524,45.623,122.77954865916807
mp-fjx,YOF,Trigonal,166,131.718,56.884,149.17732670262234
mp-foe,AlCuO2,Trigonal,166,156.0,81.731,208.73904509660179
mp-fsj,Ba3(PO4)2,Trigonal,166,66.543,29.566,77.25601798468553
mp-cfcv,Sn(BiTe2)2,Trigonal,166,16.764,13.418,31.776081745408884
mp-fwi,CaUO4,Trigonal,166,137.995,54.77,145.11178622094698
mp-fyw,KCrS2,Trigonal,166,55.286,34.149,84.9552991945282
mp-gcq,CaCN2,Trigonal,166,69.862,20.23,55.347644811501375
mp-giq,GaCuO2,Trigonal,166,148.134,55.03,146.89953022633713
mp-gmp,Nd2Fe17N3,Trigonal,166,156.971,80.253,205.70307850447958
mp-gql,AgAsSe2,Trigonal,166,61.135,22.406,59.90018653036038
mp-gqw,NaYbS2,Trigonal,166,36.215,11.768,31.853729082408048
mp-grv,KPrO2,Trigonal,166,67.63,36.621,93.06505367185642
mp-gtx,TlSbTe2,Trigonal,166,28.606,16.998,42.56344432773109
mp-gwi,ScCuO2,Trigonal,166,135.234,44.365,119.97526521606783
mp-hrb,NaInO2,Trigonal,166,90.689,50.611,128.0184853352258
mp-bewyp,ZrNCl,Trigonal,166,25.629,14.551,36.70627322338634
mp-icp,NaTaN2,Trigonal,166,136.044,88.887,218.9712812830093
mp-ieq,Ni3(SnS)2,Trigonal,166,60.846,26.959,70.46939013923827
mp-bfnvw,Tl2Ni3S2,Trigonal,166,46.555,17.662,47.03763301912577
mp-bfyzv,CsErS2,Trigonal,166,41.486,26.154,64.83695586009082
mp-iju,Ce2Fe17N3,Trigonal,166,151.877,78.895,201.75075344323753
mp-bgjcy,ZrNCl,Trigonal,166,24.623,12.548,32.17798160084242
mp-bgjsh,Hf2Al4C5,Trigonal,166,190.181,129.36,316.3528766700529
mp-ikz,NaCrS2,Trigonal,166,60.393,34.579,87.11132807589985
mp-bgliv,Sr(Li2P)2,Trigonal,166,42.562,33.657,79.90791733139956
mp-bgnhr,Zr2Al4C5,Trigonal,166,184.048,124.562,304.9012167529178
mp-bgnjh,K4ZnAs2,Trigonal,166,14.495,7.556,19.312277972610254
mp-bgqcq,CsPt2Se3,Trigonal,166,22.171,10.872,28.033701725140528
mp-iob,BaRuO3,Trigonal,166,115.604,37.097,100.53698739024092
mp-bgxxx,NaNbO2,Trigonal,166,133.066,63.662,164.71768834636825
mp-bgxyc,NaCuO2,Trigonal,166,111.932,57.044,146.2820514000611
mp-bhbhu,ZrIN,Trigonal,166,22.311,12.264,31.094598734800563
mp-bjnuy,Li(Fe3Ge2)2,Trigonal,166,127.273,59.397,154.2027248082572
mp-bmkyl,TlPF6,Trigonal,166,13.435,2.746,7.712540707532926
mp-bnhxa,Sr2HN,Trigonal,166,39.431,27.03,66.0073035238744
mp-kie,YCuO2,Trigonal,166,115.991,32.461,89.07367548378956
mp-kji,NaTiO2,Trigonal,166,104.141,63.701,158.7374710707107
mp-kjx,NaNbN2,Trigonal,166,129.459,85.619,210.4603226377438
mp-kkv,CaHgO2,Trigonal,166,66.621,18.564,50.9587651526597
mp-lad,K3Cu3P2,Trigonal,166,25.523,10.614,27.9654301641375
mp-lbo,RbDyO2,Trigonal,166,78.05,44.923,113.07493505283564
mp-lbp,RbErO2,Trigonal,166,81.747,46.64,117.56202260510277
mp-lbq,RbTmO2,Trigonal,166,82.532,47.336,119.21599815550702
mp-lbs,RbLuO2,Trigonal,166,84.479,49.502,124.23925318958604
mp-lco,K2Sn2O3,Trigonal,166,23.584,16.772,40.674073762625106
mp-bqwbi,LiCuF2,Trigonal,166,57.622,24.837,65.15034433468385
mp-bqwgg,SmAgO2,Trigonal,166,100.303,24.628,68.29441985396437
mp-bqwho,LaAgO2,Trigonal,166,90.615,23.117,63.91576743783945
mp-bqwja,PrYO2,Trigonal,166,115.762,77.53,190.14173369176302
mp-bqwme,La(BiO2)2,Trigonal,166,68.884,21.538,58.515326385906484
mp-bqwzh,GdOF,Trigonal,166,126.672,53.616,140.9601080363073
mp-bqxbi,KTmO2,Trigonal,166,85.994,50.551,126.80570391497832
mp-bqxgc,LaTmO2,Trigonal,166,119.536,83.776,203.73302701725197
mp-bqxlo,CeSmO2,Trigonal,166,141.282,73.418,187.73483880594614
mp-bqxow,CuAuO2,Trigonal,166,147.559,31.825,89.0714613953155
mp-bqxqc,KNdO2,Trigonal,166,69.683,38.368,97.25433618546826
mp-bqxxg,LiZnO2,Trigonal,166,101.841,45.232,118.19717183789254
mp-bqydi,SmYO2,Trigonal,166,104.052,43.61,114.79278368365723
mp-bqyer,LiLuO2,Trigonal,166,96.985,46.12,119.42901075428317
mp-bqyes,HgPtO2,Trigonal,166,39.043,14.826,39.48060825281346
mp-bqyfv,NaCdO2,Trigonal,166,69.553,28.076,74.238833514267
mp-bqynx,NaLaO2,Trigonal,166,63.943,32.067,82.4228285855933
mp-bqypr,ErTlO2,Trigonal,166,87.263,36.283,95.59928762513756
mp-bqypt,NaTmO2,Trigonal,166,89.39,53.39,133.57628094290334
mp-bqyrz,KHoO2,Trigonal,166,82.791,47.939,120.54948750303731
mp-bqytx,SmTlO2,Trigonal,166,79.013,31.987,84.55130537197148
mp-bqyuy,SmIO,Trigonal,166,15.981,9.76,24.327522659133844
mp-bqyww,KYbO2,Trigonal,166,61.719,18.755,51.08997315018243
mp-bqzex,ScTlO2,Trigonal,166,99.101,42.556,111.68184277597474
mp-bqzrk,YTlO2,Trigonal,166,83.732,34.596,91.22414360094054
mp-bqzsv,NaCeO2,Trigonal,166,64.896,36.388,91.97372653153074
mp-bqzxy,SrEuO2,Trigonal,166,80.014,54.35,132.94806958069515
mp-brakg,NaSmO2,Trigonal,166,74.437,40.862,103.62452728325756
mp-lfd,KAsF6,Trigonal,166,16.776,6.563,17.417658188465662
mp-lma,NaAlO2,Trigonal,166,133.356,87.199,214.7828369169264
mp-bsfml,LiTmO2,Trigonal,166,93.296,40.168,105.3803820331442
mp-lsk,NaScO2,Trigonal,166,100.745,66.176,162.86731416814374
mp-ltm,NaTiS2,Trigonal,166,50.05,34.134,83.43459171713225
mp-lud,KErO2,Trigonal,166,83.58,49.484,123.9836071733106
mp-lur,RbNdO2,Trigonal,166,68.969,36.925,93.99965109173529
mp-lus,RbSmO2,Trigonal,166,72.801,39.626,100.62168141565483
mp-luu,RbGdO2,Trigonal,166,76.184,39.962,102.04378569460066
mp-lvt,LiAlO2,Trigonal,166,142.701,96.813,236.87181799945137
mp-lvu,LiGaO2,Trigonal,166,118.336,71.709,178.97530685676927
mp-lwf,KRuF6,Trigonal,166,11.553,4.906,12.89299031972703
mp-lwg,RbRuF6,Trigonal,166,10.98,6.112,15.466246030933116
mp-mcl,KTlO2,Trigonal,166,71.739,27.414,72.94977358210616
mp-mcm,RbTlO2,Trigonal,166,69.312,23.024,62.18633266366471
mp-mcy,KScO2,Trigonal,166,95.827,57.465,143.6754941208189
mp-mdv,GaGeTe,Trigonal,166,15.227,10.596,25.80286134655365
mp-mgx,BaTiF6,Trigonal,166,49.076,22.261,58.01159676439179
mp-mho,Ca3Ni7B2,Trigonal,166,102.596,50.245,129.58141897534585
mp-mjc,TlSbF6,Trigonal,166,15.209,5.277,14.189867927864217
mp-mll,KYO2,Trigonal,166,78.584,46.437,116.38599262196612
mp-mtc,K(Cu2As)2,Trigonal,166,51.763,20.635,54.643854988517774
mp-bxhbi,Y3Al7Cu2,Trigonal,166,86.943,58.97,144.28831356570845
mp-bxjql,PrSmO2,Trigonal,166,113.333,64.272,162.1616370800775
mp-myq,Na4CdP2,Trigonal,166,23.586,12.6,32.0863312459512
mp-myr,K4HgP2,Trigonal,166,16.008,8.277,21.18051089678691
mp-nbq,NaRhO2,Trigonal,166,109.969,59.556,151.3464022923872
mp-nfj,TaCuN2,Trigonal,166,215.162,58.845,161.78596570362515
mp-ngz,Mg2Ni3P,Trigonal,166,125.782,69.791,176.69319259645255
mp-njn,NaLuS2,Trigonal,166,48.095,30.181,74.87990069698394
mp-nlc,NaTmS2,Trigonal,166,47.536,28.714,71.70438318487993
mp-nll,CsTbS2,Trigonal,166,41.027,25.399,63.16273543238146
mp-noo,MgCN2,Trigonal,166,96.751,31.757,85.87526338623023
mp-nss,Rb3Sb2Au3,Trigonal,166,15.491,5.4879999999999995,14.725110602182403
mp-nwt,Sr(SnAs)2,Trigonal,166,40.513,28.465,69.19030762512999
mp-nww,SrZrN2,Trigonal,166,148.786,101.048,247.1853606865837
mp-nwx,SrHfN2,Trigonal,166,156.263,107.326,261.9958595801185
mp-oap,Mg(AlSe2)2,Trigonal,166,18.423,10.156,25.738416385173863
mp-cdjqf,ScAgO2,Trigonal,166,122.232,37.565,102.22308290930857
mp-cdpxk,YbAl2Cu,Trigonal,166,68.224,42.706,106.00040139381838
mp-ops,K4BeP2,Trigonal,166,18.358,8.524000000000001,22.144600899399354
mp-oru,SrRhF6,Trigonal,166,56.453,15.766,43.26990942336259
mp-cesvl,TlAuO2,Trigonal,166,88.891,18.483,51.8549536990279
mp-cesxd,PbAuO2,Trigonal,166,68.491,17.253,47.74959819239783
mp-cevzt,TbTlTe2,Trigonal,166,29.494,17.502,43.835257133152176
mp-cevzy,NaTbS2,Trigonal,166,44.885,27.446,68.39700797650846
mp-cevzz,NaTbSe2,Trigonal,166,37.348,23.515,58.307777277790485
mp-cewae,SmTlTe2,Trigonal,166,28.406,16.803,42.1065678830829
mp-cewal,TaHgS2,Trigonal,166,18.901,12.666,31.059992129049
mp-cewfl,RbSmTe2,Trigonal,166,24.988,14.469,36.384358659555204
mp-cewmk,NaSmSe2,Trigonal,166,35.686,21.517,53.74840332879642
mp-cewmp,NaSmS2,Trigonal,166,43.099,25.836,64.59974264663224
mp-cewmu,NaScS2,Trigonal,166,51.116,31.329,78.04284494549943
mp-cewne,NaNdS2,Trigonal,166,41.505,24.811,62.06571524717731
mp-cewni,NaHoSe2,Trigonal,166,37.932,24.123,59.71115454723425
mp-cewny,NaDyS2,Trigonal,166,45.768,27.774,69.3032620215898
mp-bhxy,Rb4CdCl6,Trigonal,167,14.264,7.736,19.654780240658646
mp-bips,K4CdCl6,Trigonal,167,15.735,8.358,21.30227255547757
mp-eyi,LaGaO3,Trigonal,167,161.922,69.839,183.18091993772552
mp-fbc,CeAlO3,Trigonal,167,182.218,59.449,160.85401480936412
mp-fdi,PrAlO3,Trigonal,167,184.409,103.755,262.10794535466727
mp-cegx,SrCO3,Trigonal,167,62.636,22.129,59.392623185438765
mp-ftp,NaBO2,Trigonal,167,45.442,20.982,54.55015889846671
mp-fwb,CaCO3,Trigonal,167,75.231,33.182,86.7864234785128
mp-gmr,CdCO3,Trigonal,167,89.565,29.309,79.27928908672367
mp-gsh,NaNO3,Trigonal,167,26.795,12.399,32.226255011639935
mp-hxs,MgCO3,Trigonal,167,103.452,56.315,142.9976584458547
mp-hyi,YbBO3,Trigonal,167,80.342,29.012,77.68513666965389
mp-bfllk,LiNbO3,Trigonal,167,144.515,76.732,195.58068425580615
mp-bmjtm,BaCO3,Trigonal,167,52.012,15.063,41.21070727473568
mp-kkh,InBO3,Trigonal,167,149.91,61.546,162.41178490678226
mp-brare,YAlO3,Trigonal,167,188.656,86.342,224.74042582207844
mp-bsjen,Na3CuO2,Trigonal,167,43.258,16.37,43.60905093606306
mp-lzy,AlBO3,Trigonal,167,202.44,121.355,303.4328826980479
mp-mcq,LiNO3,Trigonal,167,39.77,22.996,57.83985411718408
mp-bxaae,Li3CuS2,Trigonal,167,38.568,19.728,50.56283253588517
mp-mwn,ScBO3,Trigonal,167,158.788,71.217,185.86409127416766
mp-ojs,TiBO3,Trigonal,167,178.989,64.066,171.71100998780435
mp-onk,ZnCO3,Trigonal,167,113.947,43.981,116.90242407897945
mp-gfq,BaAl2O4,Hexagonal,173,84.0,41.224,106.28510626688129
