material_id,formula_pretty,symmetry.crystal_system,symmetry.number,bulk_modulus.vrh,shear_modulus.vrh,youngs_modulus_vrh
mp-idg,SrAl2O4,Hexagonal,173,79.915,43.078,109.54980793641255
mp-bfvna,CaAl2O4,Hexagonal,173,75.432,42.587,107.52559014887518
mp-fmo,Ho2Co12P7,Hexagonal,174,201.47,106.337,271.282803177502
mp-beuaj,Zr2Fe12P7,Hexagonal,174,215.004,126.142,316.5247293173607
mp-beupg,Ce2Fe12P7,Hexagonal,174,176.981,112.719,278.93846778433397
mp-cgozj,Sr3ReN3,Hexagonal,176,58.683,28.697,74.02456926631045
mp-cgozp,Ba3RuN3,Hexagonal,176,44.581,24.266,61.61815411780342
mp-cgpaz,Ba3GaN3,Hexagonal,176,37.747,19.922,50.82464052326848
mp-cgpck,Ca3CoN3,Hexagonal,176,79.531,45.005,113.5890728954365
mp-cgpdo,Ba3OsN3,Hexagonal,176,48.894,26.01,66.27751407129458
mp-cgped,Sr3WN3,Hexagonal,176,56.853,29.774,76.04673717260762
mp-cgpeh,Ca3FeN3,Hexagonal,176,71.871,46.556,114.86574112118518
mp-cgpgp,Ca3MoN3,Hexagonal,176,52.788,22.998,60.245066860753646
mp-cgphl,Sr3IrN3,Hexagonal,176,65.898,39.114,97.9604124353907
mp-cgphu,Sr3RuN3,Hexagonal,176,61.376,34.671,87.53104750935792
mp-cgppf,Ca3GaN3,Hexagonal,176,79.585,52.24,128.58531452430455
mp-tck,Sr3CrN3,Hexagonal,176,47.647,29.98,74.34674527674488
mp-fbf,Tl(MoSe)3,Hexagonal,176,34.649,15.825,41.202316275924254
mp-casy,Sr3FeN3,Hexagonal,176,58.192,34.694,86.82667956228796
mp-gui,Tl3BO3,Hexagonal,176,20.152,11.808,29.63568781135835
mp-kqp,Sr3GaN3,Hexagonal,176,60.178,38.083,94.34686673954907
mp-mhm,Ba3FeN3,Hexagonal,176,31.23,19.247,47.90063743503015
mp-nuq,Ba3MnN3,Hexagonal,176,32.686,20.268,50.388913949596876
mp-nur,Sr3MnN3,Hexagonal,176,51.62,31.792,79.1308282793648
mp-ivr,YBPt2,Hexagonal,180,159.168,52.283,141.3700692844483
mp-cboiv,Li(BH)5,Hexagonal,181,16.486,10.386,25.750490675756968
mp-brey,AuCN,Hexagonal,183,36.759,20.852,52.608408605266575
mp-bqgb,Li8SiO6,Hexagonal,185,77.448,56.475,136.29602692343647
mp-cfyxd,CaBiAu,Hexagonal,186,49.307,21.614,56.57529997935531
mp-cfyyo,ErZnGa,Hexagonal,186,75.872,59.377,141.2768454143481
mp-cfzgo,PrSbPt,Hexagonal,186,86.816,35.836,94.50474404287777
mp-cfzuh,SrSnHg,Hexagonal,186,36.162,21.448,53.72283762525589
mp-cfzuz,SrHgPb,Hexagonal,186,32.261,18.165,45.883265346069535
mp-cgifi,HoCuSn,Hexagonal,186,79.602,53.287,130.69729834675942
mp-cgoqz,NaRuN,Hexagonal,186,94.744,35.617,94.9525352025487
mp-cgosr,NaZnN,Hexagonal,186,63.702,33.023,84.47224729508453
mp-smz,LuAgSn,Hexagonal,186,74.223,39.843,101.38737619994515
mp-tns,LuCuSn,Hexagonal,186,78.999,54.432,132.79619431147896
mp-tnu,YCuSn,Hexagonal,186,77.995,52.304,128.2447258539448
mp-tnv,ScCuSn,Hexagonal,186,89.047,54.852,136.52363373116808
mp-trq,LuSnAu,Hexagonal,186,79.222,40.523,103.86038971346817
mp-trr,ErSnAu,Hexagonal,186,78.252,42.379,107.69543208905407
mp-uyy,K2GeF6,Hexagonal,186,22.604,11.68,29.89146681427062
mp-yug,HoCuPb,Hexagonal,186,69.964,45.797,112.78260610350854
mp-yuh,ErCuPb,Hexagonal,186,71.734,46.03,113.75805483248608
mp-yuj,LuCuPb,Hexagonal,186,72.224,45.561,112.93536273466728
mp-bdop,TiCuSn,Hexagonal,186,103.401,55.201,140.58561868233517
mp-bdpq,DyCuGe,Hexagonal,186,83.761,54.767,134.8996836562653
mp-beak,TbCuPb,Hexagonal,186,69.232,45.363,111.69387749101988
mp-beot,TmCuPb,Hexagonal,186,68.88,45.973,112.81914295780501
mp-bewn,YCuPb,Hexagonal,186,66.035,45.214,110.43674521923893
mp-bfji,DyAgSn,Hexagonal,186,72.208,41.882,105.289390203709
mp-bgtx,DyGeAu,Hexagonal,186,92.206,45.427,117.05748469313293
mp-bhol,CeCuSn,Hexagonal,186,32.511,43.234,89.86641163056682
mp-bjal,LaNi5H7,Hexagonal,186,120.516,30.953,85.53605145464599
mp-fvitu,LiBH4,Hexagonal,186,17.533,10.774,26.826959083521373
mp-bqyk,MnWN2,Hexagonal,186,289.385,115.863,306.6622036334701
mp-brrt,NaSnP,Hexagonal,186,29.913,18.993,47.026068507890955
mp-bucm,CaZnSn,Hexagonal,186,46.54,37.248,88.21096682271525
mp-buhx,LiSn4Au3,Hexagonal,186,62.451,20.244,54.8096667870923
mp-fec,KSnSb,Hexagonal,186,19.885,13.626,33.277071682973755
mp-cdsj,Ca3SiO5,Hexagonal,186,95.423,52.632,133.37443685324033
mp-hml,Na6MnS4,Hexagonal,186,30.501,13.834,36.05150617541794
mp-bfbra,AlPO4,Hexagonal,186,121.145,39.099,105.90368812323928
mp-ieh,HoGeAu,Hexagonal,186,93.299,45.301,116.97132820927557
mp-bghbh,YSnAu,Hexagonal,186,77.288,42.304,107.32953505879607
mp-bgkum,ErAgSn,Hexagonal,186,73.07,41.622,104.94063558152372
mp-imj,YAgSn,Hexagonal,186,71.171,41.828,104.92817562396952
mp-kgb,TmAgSn,Hexagonal,186,73.521,40.715,103.11112162141474
mp-kgd,ScSnAu,Hexagonal,186,81.571,37.389,97.30070354339922
mp-bqywm,LiTiO2,Hexagonal,186,129.822,57.795,150.98021604834764
mp-mkr,Na6ZnS4,Hexagonal,186,31.23,14.354,37.341071970678605
mp-njd,YSiAu,Hexagonal,186,92.683,44.079,114.14209759164058
mp-nvq,ScGeAu,Hexagonal,186,100.236,44.379,116.01526860183081
mp-nvr,LuGeAu,Hexagonal,186,95.16,42.974,112.05420716447355
mp-nxb,TbCuGe,Hexagonal,186,86.002,53.608,133.1569086883131
mp-nxd,HoCuGe,Hexagonal,186,89.851,56.64,140.41517065050448
mp-ccfde,NaSnSb,Hexagonal,186,22.663,13.031,32.805405788694145
mp-oeh,LiBeSb,Hexagonal,186,56.099,47.692,111.48374024603105
mp-orn,LiZnSb,Hexagonal,186,46.251,25.849,65.36906532727427
mp-cfljc,EuZnGe,Hexagonal,187,58.661,37.354,92.44063123602564
mp-pav,KZnSb,Hexagonal,187,24.144,15.515,38.33385379831035
mp-cgczo,KMg6Mo,Hexagonal,187,39.445,21.388,54.34214080716847
mp-cgjdf,Mo(WSe3)2,Hexagonal,187,15.148,11.068,26.70092327293318
mp-plo,Mg(P2Rh3)2,Hexagonal,187,204.177,51.875,143.4742264142708
mp-psg,SrLiP,Hexagonal,187,42.523,29.394,71.66841585596605
mp-psh,BaLiP,Hexagonal,187,37.873,24.535,60.53336490438207
mp-psi,BaLiAs,Hexagonal,187,34.083,22.719,55.76615688016132
mp-pxa,SmPPt,Hexagonal,187,122.978,50.263,132.70893858019022
mp-qee,Mg(Co3P2)2,Hexagonal,187,203.708,97.656,252.60274842969613
mp-crxne,B4MoIr,Hexagonal,187,291.541,187.638,463.4807560684239
mp-ted,ZrGaAu,Hexagonal,187,124.475,61.519,158.45303700016552
mp-tee,HfGaAu,Hexagonal,187,131.425,63.9,164.96429857587165
mp-tlt,BaAlSi,Hexagonal,187,48.725,37.374,89.29186947354658
mp-tqm,BaAlGe,Hexagonal,187,43.108,34.095,80.94472087089017
mp-trz,SrAlGe,Hexagonal,187,46.288,33.949,81.83922394727249
mp-xfj,KZnAs,Hexagonal,187,30.741,20.548,50.41184889732289
mp-xtb,Mg(As2Rh3)2,Hexagonal,187,172.795,53.11,144.5231927663409
mp-xtd,Sr(As2Rh3)2,Hexagonal,187,163.16,61.104,162.96797175362886
mp-ydc,YPPt,Hexagonal,187,126.409,49.574,131.52813984575596
mp-ydy,DyPPt,Hexagonal,187,127.339,45.952,123.05408931955351
mp-ytq,SmNiAs,Hexagonal,187,105.535,53.198,136.63560968948332
mp-bdsk,Yb(As2Rh3)2,Hexagonal,187,171.742,60.769,163.07312803409752
mp-bfbq,LiCaPb,Hexagonal,187,29.742,24.614,57.87619722417428
mp-bfla,LiYbPb,Hexagonal,187,30.798,25.544,60.034399498041346
mp-bjno,HoHSe,Hexagonal,187,85.382,65.614,156.70155063401296
mp-flcev,LiCaSn,Hexagonal,187,33.128,26.704,63.14519231013261
mp-bqpp,YHSe,Hexagonal,187,81.843,62.621,149.68623893233817
mp-bqxp,U(Cr3P2)2,Hexagonal,187,144.899,84.753,212.77432769852726
mp-bseu,LiAuC2,Hexagonal,187,50.028,25.135,64.58822399397326
mp-esb,CaAlSi,Hexagonal,187,56.962,39.745,96.73596104087241
mp-cabl,Co2SbTe,Hexagonal,187,133.616,60.404,157.48109011126238
mp-fmg,SrAlSi,Hexagonal,187,52.321,38.416,92.58759551435926
mp-cefu,Ni2SbTe,Hexagonal,187,101.094,42.718,112.3317960346821
mp-bghbb,CaAlSi,Hexagonal,187,55.59,38.055,92.95397070670084
mp-bgjlh,Ba5Al5Pb,Hexagonal,187,28.583,18.694,46.04401844068055
mp-bgkwy,LiZnGe,Hexagonal,187,52.042,35.794,87.35474224676948
mp-bgmfd,Ba5Al5Sn,Hexagonal,187,29.211,18.994,46.831511774691215
mp-bgnja,LiAgC2,Hexagonal,187,38.657,20.005,51.18550012502206
mp-kps,TbPPt,Hexagonal,187,127.592,48.991,130.29651883539037
mp-kpt,TmPPt,Hexagonal,187,130.268,44.958,120.95891494898592
mp-msz,SrSbPt,Hexagonal,187,58.536,15.928,43.81031593016458
mp-mta,BaSbPt,Hexagonal,187,57.332,21.965,58.43275926603802
mp-ncy,Li(Co3P2)2,Hexagonal,187,202.474,100.91,259.6026468661588
mp-njb,ScSiAu,Hexagonal,187,113.183,63.455,160.3910764781491
mp-nom,ThSiAu,Hexagonal,187,119.857,62.806,160.40089464625203
mp-oku,BaAsPd,Hexagonal,187,58.991,26.11,68.25925897293224
mp-ooa,YbPPt,Hexagonal,187,94.698,32.243,86.86978926271667
mp-oss,BaLiSi,Hexagonal,187,28.242,17.23,42.95467593864019
mp-bqrb,LiScI3,Hexagonal,188,16.739,10.994,27.058161016810704
mp-own,MnAsRu,Hexagonal,189,164.876,65.328,173.1192699997857
mp-pge,ZrMoP,Hexagonal,189,197.372,112.914,284.4908132590103
mp-pjf,Hf3(Cu2Ge)2,Hexagonal,189,137.085,73.151,186.31301741720787
mp-plu,Sc6NiTe2,Hexagonal,189,71.461,15.21,42.607119075930015
mp-pxb,TiPRu,Hexagonal,189,219.7,102.358,265.7959774537795
mp-cjknf,Ho6MnTe2,Hexagonal,189,55.737,32.789,82.24022218500001
mp-qio,Zr6Al2Fe,Hexagonal,189,101.192,46.35,120.63191303304127
mp-qjx,Ti3In3Rh2,Hexagonal,189,123.289,57.386,149.03479433965356
mp-qkp,NdMgPt,Hexagonal,189,77.781,26.504,71.40189656220775
mp-qlc,HoInRh,Hexagonal,189,98.675,30.802,83.6971429839028
mp-qnb,NdMgGa,Hexagonal,189,54.881,39.928,96.40465712148837
mp-qnd,SmMgGa,Hexagonal,189,57.196,43.313,103.74997385772984
mp-qov,Sc6FeSb2,Hexagonal,189,71.045,45.625,112.74096894805997
mp-qow,Y6FeSb2,Hexagonal,189,60.461,36.168,90.46513705751755
mp-qup,CeAlNi,Hexagonal,189,87.249,38.825,101.42987977922098
mp-rcd,YTlPd,Hexagonal,189,81.983,25.047,68.19603908913784
mp-rdk,TiCrP,Hexagonal,189,206.197,123.545,308.9345824552374
mp-ret,TmMnGe,Hexagonal,189,97.514,62.325,154.13673418492002
mp-rgt,Nd2(Zn2Ge)3,Hexagonal,189,75.88,51.194,125.38430205785521
mp-rjy,Ti6Si2B,Hexagonal,189,149.647,105.78,256.82629094625946
mp-rkc,Sc6Te2Os,Hexagonal,189,72.034,26.817,71.56962609758807
mp-rkd,Lu6Sb2Mo,Hexagonal,189,64.762,37.541,94.38534846243101
mp-cpdyp,MnAsRh,Hexagonal,189,141.905,37.166,102.54551616938261
mp-rsl,HoSnRh,Hexagonal,189,108.644,45.248,119.19638290856189
mp-rsn,YbSnRh,Hexagonal,189,82.861,25.415,69.17280722851991
mp-rso,TmSnRh,Hexagonal,189,111.197,48.404,126.81165013154623
mp-rsy,YMgTl,Hexagonal,189,53.855,39.795,95.79081011620977
mp-sef,CaAgP,Hexagonal,189,67.623,41.18,102.69427967334428
mp-sif,PrSnRh,Hexagonal,189,96.952,33.42,89.92716870813751
mp-sui,YMgPd,Hexagonal,189,71.355,21.372,58.29581391200194
mp-sup,PrZnNi,Hexagonal,189,63.238,30.122,77.98402137957386
mp-suw,PrZnPd,Hexagonal,189,77.401,29.073,77.51386831167042
mp-swu,Zr6Al2Co,Hexagonal,189,105.44,51.741,133.40217887795774
mp-ten,YAlPd,Hexagonal,189,93.559,27.628,75.45655266051475
mp-teo,Zr6FeSb2,Hexagonal,189,111.254,59.351,151.17110191217284
mp-tey,Zr6Sb2Pt,Hexagonal,189,118.611,60.061,154.16201589587732
mp-tiw,LuNiPb,Hexagonal,189,86.727,47.251,119.9661625757891
mp-tjm,YMgAl,Hexagonal,189,57.528,44.769,106.64329127272224
mp-tjo,Zr6Al2Ni,Hexagonal,189,111.94,51.435,133.8102932176473
mp-tjr,YAlNi,Hexagonal,189,92.941,38.915,102.4466419974948
mp-tmp,YMgCu,Hexagonal,189,60.094,22.255,59.42878451838429
mp-tyg,LiErGe,Hexagonal,189,59.851,47.51,112.70743842017414
mp-uaf,HoInIr,Hexagonal,189,111.539,36.26,98.14476837334209
mp-uaq,TbZnNi,Hexagonal,189,78.188,34.647,90.56396924345587
mp-vam,LiYSi,Hexagonal,189,62.422,48.636,115.82609527685226
mp-van,LiYGe,Hexagonal,189,59.504,46.996,111.60601777320537
mp-wqj,Hf6NiSb2,Hexagonal,189,131.265,72.06,182.74055897221234
mp-wri,ScCuSi,Hexagonal,189,113.813,76.911,188.31419812836143
mp-xef,TiCoSi,Hexagonal,189,177.798,103.013,259.0159259184767
mp-xkm,LiHoGe,Hexagonal,189,61.118,48.427,114.92681658116929
mp-xkn,LiNdGe,Hexagonal,189,54.525,38.814,94.11084668633177
mp-xpz,HfPRu,Hexagonal,189,220.115,95.48,250.2553128038898
mp-xqv,Zr3(Cu2Ge)2,Hexagonal,189,133.221,71.657,182.28794613638294
mp-xqx,Hf3(Cu2Si)2,Hexagonal,189,145.521,80.979,204.9250216040437
mp-ydd,ScPRu,Hexagonal,189,175.386,102.271,256.882025581251
mp-yqf,SmMgPt,Hexagonal,189,80.64,25.724,69.75478710525921
mp-ytw,TiGePd,Hexagonal,189,149.123,57.852,153.6823967412281
mp-yub,ErAgPb,Hexagonal,189,66.619,32.98,84.92572735432942
mp-bdfg,YInPt,Hexagonal,189,100.795,37.842,100.89898658836601
mp-bdgw,TbInCu,Hexagonal,189,76.971,43.513,109.84072976685884
mp-bdms,CeMgPt,Hexagonal,189,79.546,30.741,81.698693194347
mp-beji,TmAgPb,Hexagonal,189,66.924,31.852,82.4720116239081
mp-bezf,ZrSnIr,Hexagonal,189,160.406,64.039,169.55336383760317
mp-bfbz,SmSnPt,Hexagonal,189,103.847,51.35,132.2515329671995
mp-bfdu,PrSnPd,Hexagonal,189,84.625,40.129,103.95521702085684
mp-bfmw,HoInPt,Hexagonal,189,103.02,38.221,102.0434368134162
mp-bfsq,NbCrGe,Hexagonal,189,189.979,93.389,240.72257001685446
mp-bfvb,YMgIn,Hexagonal,189,54.137,40.499,97.24729814696171
mp-bfvd,YAgPb,Hexagonal,189,63.551,31.32,80.70240921193118
mp-bfvh,LaMgGa,Hexagonal,189,49.819,34.362,83.81573342255155
mp-bgjv,NdInPd,Hexagonal,189,79.888,27.594,74.23487883618077
mp-bgup,Zr6Ga2Co,Hexagonal,189,109.449,52.158,135.02521248866637
mp-bhcy,DyInPt,Hexagonal,189,79.936,26.984,72.76431533179405
mp-bhrt,TiCoGe,Hexagonal,189,168.613,76.495,199.3400057612985
mp-bhsd,YbSnPt,Hexagonal,189,84.825,36.015,94.6495623773624
mp-bicd,Er6MnBi2,Hexagonal,189,52.919,33.704,83.4051458944929
mp-bicl,Ho6MnBi2,Hexagonal,189,51.435,32.156,79.83167922514627
mp-ehx,HoAlNi,Hexagonal,189,87.429,39.228,102.37296090741754
mp-brcp,Zr6CoAs2,Hexagonal,189,121.804,65.726,167.1186658007413
mp-ela,TmAgSn,Hexagonal,189,75.464,40.242,102.50530912036722
mp-elz,HoInCu,Hexagonal,189,80.4,45.737,115.33992897395595
mp-bsvr,DyBiRh,Hexagonal,189,96.913,40.652,106.99555957765904
mp-btfn,ZrCoSn,Hexagonal,189,140.779,67.418,174.412405382283
mp-btjc,TiGaNi,Hexagonal,189,127.561,65.377,167.51327829531758
mp-btop,NdTlPd,Hexagonal,189,76.14,28.036,74.91323798234396
mp-bufj,BaNaBi,Hexagonal,189,23.376,16.323,39.723057361973844
mp-bulb,Hf6CoBi2,Hexagonal,189,107.37,59.853,151.42238774436268
mp-esz,TbAlPd,Hexagonal,189,93.543,33.168,88.98653593246588
mp-gfd,Dy6FeSb2,Hexagonal,189,39.048,34.383,79.7434546714447
mp-gha,MnFeAs,Hexagonal,189,159.384,74.317,192.9600874474405
mp-grk,ErInPd,Hexagonal,189,89.71,31.411,84.38425136670205
mp-gzo,Si2Ni6B,Hexagonal,189,211.027,78.437,209.3705615191745
mp-gzz,K2UF6,Hexagonal,189,45.281,21.626,55.96798197740508
mp-hjx,CrNiAs,Hexagonal,189,130.106,61.789,160.0330822261102
mp-hkx,UAlRh,Hexagonal,189,130.046,43.274,116.8599287421668
mp-iha,YMgGa,Hexagonal,189,59.971,48.769,115.10539216466533
mp-ihz,CaAgAs,Hexagonal,189,60.562,36.572,91.33164042555143
mp-bghby,NdSnRh,Hexagonal,189,98.469,32.566,87.99710063328385
mp-bghpu,DyAgGe,Hexagonal,189,85.081,52.137,129.8809710228382
mp-bghqi,DyInRh,Hexagonal,189,98.902,31.23,84.76771424912178
mp-bgiaq,MnAsRh,Hexagonal,189,147.225,53.657,143.5337640713703
mp-bgicu,SmHgPd,Hexagonal,189,83.107,25.976,70.57500404290637
mp-bgjgx,CaCdSn,Hexagonal,189,42.528,25.536,63.83199498432602
mp-bglad,Tm6CoBi2,Hexagonal,189,58.177,32.583,82.37120966713984
mp-imd,ZrAlNi,Hexagonal,189,130.593,73.136,184.89282305797832
mp-bmgly,CaPdPb,Hexagonal,189,57.601,27.4,70.95001873098803
mp-bmgnr,YInNi,Hexagonal,189,85.206,35.401,93.28393834766804
mp-kkm,HfMoP,Hexagonal,189,206.978,119.755,301.17883958044473
mp-kmi,Li5(NiN)3,Hexagonal,189,77.127,46.935,117.05975116414436
mp-kmv,HoAgGe,Hexagonal,189,78.153,26.085,70.42030921840458
mp-ksl,PrMgGa,Hexagonal,189,53.714,37.828,91.90852253103483
mp-lee,ZrSiRu,Hexagonal,189,191.197,101.543,258.81151406831833
mp-bqyjx,Er6Te2Ru,Hexagonal,189,62.487,29.664,76.8337561865285
mp-lho,NiMoP,Hexagonal,189,238.287,94.385,250.129708957474
mp-lpd,MnNbSi,Hexagonal,189,198.194,100.31,257.4897412259746
mp-lta,Zr3(Cu2Si)2,Hexagonal,189,132.377,76.896,193.2661138036441
mp-mef,ZrAsRu,Hexagonal,189,186.495,85.07,221.52673836988305
mp-mlr,K2HfF6,Hexagonal,189,51.219,25.252,65.0634662985093
mp-mof,LiPrGe,Hexagonal,189,53.023,37.085,90.22105893838516
mp-bxges,TmAlCu,Hexagonal,189,85.691,45.234,115.3969979061021
mp-nqt,ScGeRu,Hexagonal,189,147.039,82.265,208.00384807845893
mp-nwv,Zr6FeTe2,Hexagonal,189,114.77,60.855,155.14408981526046
mp-odh,ScFeGe,Hexagonal,189,98.654,37.767,100.47910299075
mp-odi,ScMnSi,Hexagonal,189,117.52,78.678,192.97034825316877
mp-oma,YbAgGe,Hexagonal,189,60.397,30.788,78.948978549762
mp-cdwrk,SmInPd,Hexagonal,189,83.172,30.051,80.46234336670636
mp-ork,NbCrSi,Hexagonal,189,209.159,116.095,293.9067460111462
mp-ost,MnNbGe,Hexagonal,189,182.253,81.575,212.9529776758857
mp-bauj,CsAgSe4,Orthorhombic,19,8.401,5.594,13.733699581128032
mp-bjhy,H2SeO4,Orthorhombic,19,8.966,7.261,17.15270160133493
mp-bjlr,HIO3,Orthorhombic,19,13.126,11.542,26.777349332285937
mp-bout,Na4P2O7,Orthorhombic,19,45.175,24.379,61.98651644111468
mp-bpgz,Ba(NO2)2,Orthorhombic,19,30.201,12.511,32.979056180538045
mp-biojj,Cu3BiS3,Orthorhombic,19,33.375,10.463,28.419210266936737
mp-bnrgy,Be(HO)2,Orthorhombic,19,57.926,45.414,108.01426272856675
mp-kwh,BaSiO3,Orthorhombic,19,57.994,30.968,78.86618066845573
mp-zhk,ScSnPd,Hexagonal,190,103.247,50.612,130.51045634697087
mp-baxy,ScSnPt,Hexagonal,190,116.177,54.332,141.01359240237997
mp-bhah,HfCoSn,Hexagonal,190,130.285,72.418,183.29324646590672
mp-ejw,HfSnRh,Hexagonal,190,148.752,64.218,168.41798685927196
mp-bgnpj,HfAlPt,Hexagonal,190,163.496,69.364,182.31001924794413
mp-oww,YbCo3B2,Hexagonal,191,188.619,118.119,293.1614398005193
mp-owx,ZrCo3B2,Hexagonal,191,244.042,140.108,352.8068486484132
mp-oxd,UFe3B2,Hexagonal,191,256.215,145.512,367.0498762466404
mp-ozb,ThB2Ir3,Hexagonal,191,255.394,120.286,311.89270696291356
mp-ozs,UB2Os3,Hexagonal,191,295.443,141.007,364.9592537485302
mp-cfyzm,HfTa2N3,Hexagonal,191,271.821,91.152,245.96245388395292
mp-cfzal,LaNi3Rh2,Hexagonal,191,109.911,51.436,133.48525132946278
mp-cfzuk,Ta2N3O,Hexagonal,191,240.219,77.09,208.92130511302457
mp-cgigs,LuB2Ir3,Hexagonal,191,251.607,120.981,312.80700227106126
mp-cgigv,DyB2Ir3,Hexagonal,191,247.431,123.13,316.83420855466056
mp-cgiht,NdSi2Ru3,Hexagonal,191,177.35,74.395,195.80601579698074
mp-cgijg,ThSi2Ru3,Hexagonal,191,193.609,95.922,246.97821863349628
mp-cgijv,YbB2Ir3,Hexagonal,191,232.651,131.531,332.0225201800156
mp-cgijz,TbB2Ir3,Hexagonal,191,246.928,123.894,318.4261409310749
mp-cgila,CeAl3Pt2,Hexagonal,191,130.404,65.017,167.2543652683192
mp-cgimi,EuAl3Cu2,Hexagonal,191,79.76,56.864,137.83582905613486
mp-pjy,HoNi4B,Hexagonal,191,150.211,79.36,202.43041821307074
mp-pml,YCo4B,Hexagonal,191,173.919,65.313,174.14029812969494
mp-qdd,PrAl2Ni3,Hexagonal,191,108.679,59.669,151.31448631600233
mp-quo,CaAl9Co2,Hexagonal,191,87.08,56.558,139.4773905436787
mp-rbv,SmAl3Pd2,Hexagonal,191,111.237,63.557,160.16646213890874
mp-rdx,CeB2Ir3,Hexagonal,191,243.781,122.516,314.81035740561384
mp-rdy,PrB2Ir3,Hexagonal,191,231.473,96.666,254.56192591440868
mp-reo,PrCo4B,Hexagonal,191,152.622,62.966,166.06117071915708
mp-crfjr,VCrB4,Hexagonal,191,201.539,188.983,431.9392685647682
mp-crhso,TaCrB4,Hexagonal,191,245.291,179.007,431.9465441730063
mp-sor,BaAl9Ni2,Hexagonal,191,85.769,43.997,112.71741575617979
mp-svu,NdAl3Pd2,Hexagonal,191,109.306,61.07,154.44655562639466
mp-ter,ErNi4B,Hexagonal,191,159.788,79.509,204.59255828784
mp-tko,CeZn3Pd2,Hexagonal,191,99.644,34.678,93.21990254488774
mp-yjz,BaAl9Fe2,Hexagonal,191,79.367,44.138,111.70641128263635
mp-ykh,SrAl9Co2,Hexagonal,191,65.439,60.932,139.49893811832115
mp-yuw,LaAl2Ag3,Hexagonal,191,78.309,27.456,73.74893623443592
mp-bdwr,DyCo3B2,Hexagonal,191,205.75,122.306,306.2379799501322
mp-becg,CeAl3Ni2,Hexagonal,191,114.955,72.193,179.089039977653
mp-bfjl,LaGa3Pd2,Hexagonal,191,100.405,48.952,126.32609594850454
mp-bojw,ZrTi2O,Hexagonal,191,114.231,40.626,108.96078058744806
mp-bqio,NaBPt3,Hexagonal,191,154.883,34.515,96.38531766112942
mp-egu,LuB2Os3,Hexagonal,191,264.273,125.147,324.25684413039266
mp-ejj,SmB2Rh3,Hexagonal,191,205.017,102.945,264.5547824570054
mp-brzi,LaSi2Rh3,Hexagonal,191,164.797,91.599,231.84211953616955
mp-brzy,NdSi2Rh3,Hexagonal,191,166.12,98.975,247.72622230406716
mp-bsky,YSi2Rh3,Hexagonal,191,173.958,100.445,252.69821713622758
mp-bsln,CeSi2Ru3,Hexagonal,191,185.912,90.753,234.15762738303962
mp-bsqv,PrAl3Ni2,Hexagonal,191,104.057,64.543,160.45423997780813
mp-bsqw,ThAl3Ni2,Hexagonal,191,122.373,75.405,187.66852099547143
mp-emy,TbCo3B2,Hexagonal,191,205.718,120.709,302.8856665234603
mp-enn,NdB2Rh3,Hexagonal,191,199.655,90.324,235.46399838094035
mp-btht,DySi2Rh3,Hexagonal,191,175.481,101.516,255.3146985137565
mp-btpf,LaAl3Pd2,Hexagonal,191,102.67,56.516,143.2613297268233
mp-eoy,DyB2Ru3,Hexagonal,191,223.115,105.243,272.831011460286
mp-eoz,ErB2Ru3,Hexagonal,191,225.055,105.691,274.1563003229789
mp-eso,TbB2Ru3,Hexagonal,191,222.108,104.945,271.996043585312
mp-etz,ThB2Ru3,Hexagonal,191,230.004,94.235,248.73521028451498
mp-fau,Lu(MnGe)6,Hexagonal,191,141.054,96.788,236.31312812385804
mp-fdj,SmB2Ru3,Hexagonal,191,217.544,103.1,267.10404958371487
mp-fek,CeGa3Pd2,Hexagonal,191,101.993,53.223,136.01082664072024
mp-flx,NdCo4B,Hexagonal,191,157.015,64.147,169.37542198874422
mp-gmo,YB2Ru3,Hexagonal,191,221.788,105.493,273.16834815795926
mp-gtl,UAl3Pd2,Hexagonal,191,116.197,63.137,160.3655080562896
mp-gwg,LaNi4B,Hexagonal,191,141.277,67.343,174.32957179940308
mp-hcb,CeAl3Pd2,Hexagonal,191,108.295,61.657,155.46642624863534
mp-hlb,YCo3B2,Hexagonal,191,203.252,116.996,294.48427926995726
mp-bctjb,Sm2Co7B3,Hexagonal,191,178.372,74.726,196.70871249930312
mp-hmt,YAl3Ni2,Hexagonal,191,110.087,68.926,171.0744815287071
mp-hrx,ErB2Ir3,Hexagonal,191,249.809,122.299,315.42310085852665
mp-hwj,HoCo3B2,Hexagonal,191,203.405,125.023,311.2906702795557
mp-hxx,ErCo3B2,Hexagonal,191,213.346,125.896,315.60770529053417
mp-iac,SmCo3B2,Hexagonal,191,197.382,111.407,281.29739801550136
mp-igo,LuB2Ru3,Hexagonal,191,227.908,105.804,274.87587810438646
mp-iie,TmB2Ru3,Hexagonal,191,225.91,106.066,275.1383402569036
mp-bgiax,Y3Ni13B2,Hexagonal,191,154.502,77.392,198.9561230694142
mp-bgitu,DyGa2Cu3,Hexagonal,191,99.195,47.371,122.59736634527303
mp-bgjbn,SmSi2Rh3,Hexagonal,191,171.945,99.601,250.44528676418017
mp-bgjgp,TbGa2Co3,Hexagonal,191,135.088,65.247,168.5970798217257
mp-bgkle,LaSi2Ru3,Hexagonal,191,169.788,66.041,175.38381448197356
mp-bgkpt,ErSi2Rh3,Hexagonal,191,176.446,101.152,254.77135581531823
